"","CHELSA_Annual_Mean_Temperature","Richnss","cnRatio","Lai","SoilMoisture","Human_Disturbance","Fire_Frequency","ForestAge","DimtrMn"
"1",0.55357303381472,0.018564991454445,-0.0267438599822582,-0.23966703036274,-0.157317841452987,-0.0157849025838226,-0.0551632250573318,-0.0560661604253402,-0.0935904843413954
"2",0.553565455243453,0.0165867891034063,-0.0202832618359806,-0.238741822237956,-0.16061692264594,-0.000736094364429128,-0.0651590999661883,-0.0616926632697948,-0.0991840352245312
"3",0.541427932101137,0.0105872384974352,-0.0289014825522302,-0.228507013210345,-0.158047868530385,-0.00210035954750776,-0.0352729313666011,-0.057813549080094,-0.09570610840239
"4",0.545453876364351,0.0156019442913515,-0.0209533724006998,-0.228311878242834,-0.163850155451766,-0.00401348180230594,-0.0571665670539722,-0.0581387166497576,-0.0954143203210194
"5",0.551807631021478,0.0136198544462006,-0.0292787390931674,-0.237140496860024,-0.146401171639051,-0.00797471004221295,-0.048998411483123,-0.0537616006219764,-0.106200727047478
"6",0.549586049433206,0.0150723461102183,-0.019906706516892,-0.242319828798551,-0.158178372182169,0.00100056752841173,-0.0594100660124889,-0.0573070542734655,-0.0917042614334306
"7",0.545193855556158,0.0122374977371524,-0.0279439345376919,-0.238193476064645,-0.160726377667104,0.00121615822823446,-0.0670444410126165,-0.0631406639540393,-0.0978860397443954
"8",0.557166026768055,0.0172381362603199,-0.0211837799096396,-0.248214918092848,-0.15319817491915,-0.000184394125089012,-0.0567673680729252,-0.0560854029347821,-0.0920438132861703
"9",0.549429749968049,0.0111332418546984,-0.0292384077502999,-0.236155890789193,-0.155172045018873,-0.005792813976828,-0.0500239464813507,-0.0521919284299078,-0.100022972842537
"10",0.556304178935164,0.00876862640976486,-0.0218228857294177,-0.235846266555945,-0.153041275691835,0.00194079600341336,-0.0427636651246671,-0.0522537121268867,-0.101323744731268
"11",0.552468380244557,0.0118831611220871,-0.0321944863903637,-0.244936925041808,-0.14885851378221,0.00166704257580676,-0.0418055523819016,-0.0516807911208053,-0.104524784437529
"12",0.555304474678471,0.00969885755610024,-0.0240438852755501,-0.242165011047002,-0.148503328264486,-0.00724254858105199,-0.0550838251076453,-0.057324941828006,-0.0928278148329728
"13",0.547274485200008,0.00651378546936562,-0.0257439487722907,-0.237151159673436,-0.152793079885833,-0.00138778217590613,-0.0614646846528621,-0.0570703228548502,-0.103066976443689
"14",0.549279821503328,0.00859268718974535,-0.023798843291005,-0.236738205667274,-0.156185946234818,-0.0051132590194823,-0.0659911948940595,-0.0561912711445985,-0.106285746344405
"15",0.551535661905012,0.0102598692633173,-0.0190421256568208,-0.232956478055791,-0.158501923917658,-0.00214225323167896,-0.0578195794895027,-0.0538067613242757,-0.101818868482398
"16",0.542619701027194,0.0170505421511013,-0.0276523196202756,-0.230107292773226,-0.164768884440597,-0.00925099639177324,-0.0624941800835675,-0.0641974100466523,-0.0939014944690306
"17",0.549942646118976,0.0124876009468208,-0.0218977763122315,-0.221171670385348,-0.158362883780524,-0.0142419759521707,-0.0591927333686253,-0.0610631421318919,-0.0946990007283745
"18",0.547801953004273,0.0106009240186158,-0.0311870732723012,-0.230100674600162,-0.155743546939856,-0.00697196254881088,-0.0444753084804662,-0.0576386571796607,-0.0986046050566586
"19",0.538160646963329,0.00599087180783789,-0.027113258451012,-0.227588719566356,-0.159361097300247,-0.000500480678066075,-0.048857198060013,-0.0617274824086639,-0.09885175666328
"20",0.566811128481324,0.00659340647163223,-0.0164602507725702,-0.252751452504774,-0.145419403672335,-0.0123699960889237,-0.0580178209191625,-0.0584640088521022,-0.0989579360014281
"21",0.553396562249848,0.0125969253533173,-0.0239393290772916,-0.229232657347751,-0.167949328331903,-0.000458981095104011,-0.0574696826540327,-0.0443626322854935,-0.108874893708242
"22",0.537845530866053,0.00084489268646418,-0.0246341556432621,-0.230372668025402,-0.166267767058305,-0.000818086933087081,-0.0610231766093398,-0.064367718642698,-0.0992817699879991
"23",0.544134024630165,0.00521983070583669,-0.0202587525203722,-0.22700399697458,-0.167392991245064,-0.0113449625161326,-0.0617723986013124,-0.0680443415765409,-0.0985062130067415
"24",0.547502078841634,0.0103453654739528,-0.0379209094720583,-0.227957620483902,-0.152258617026068,-0.00125616881207852,-0.0606853186759789,-0.0507831227145904,-0.103875008774672
"25",0.541722862353295,0.0157240885444509,-0.0331171417372785,-0.223748463242249,-0.160533874282579,-0.00471596230541071,-0.0566582632389136,-0.0567058119911325,-0.0943581979088687
"26",0.536402908622952,0.00641914705889088,-0.0214865410651994,-0.242123361861378,-0.160326915030419,0.00933306060450532,-0.0620697915435741,-0.0544705326964214,-0.099015807530918
"27",0.553532687769612,0.0108038115245672,-0.0156686423250152,-0.241506742554325,-0.151303076677275,-0.00562656182224272,-0.0520254567710333,-0.0646407657624522,-0.0877013707901587
"28",0.563765356713978,0.0136939983353657,-0.0276406492705352,-0.230838184280507,-0.156923741232842,-0.0273936366861146,-0.0504595940831063,-0.05396164796911,-0.0983388358068086
"29",0.549080911033961,0.000107315474634696,-0.020848076819341,-0.241624522386807,-0.159756576504804,0.000719775324330873,-0.0641477680124168,-0.0582435336042186,-0.102305456487778
"30",0.545872126009072,0.0206819123305364,-0.0225134725727659,-0.232754548134408,-0.162613273144041,-0.00570642004979461,-0.050885880373072,-0.0740018715184959,-0.079200398003563
"31",0.542810644241311,0.00415395904862081,-0.0262472759805469,-0.230256448616216,-0.158504968212251,-0.0178329258138052,-0.0446804746444308,-0.069181741220025,-0.0909639264322681
"32",0.533406617082899,0.00551873291957093,-0.0339368358958951,-0.232809071766469,-0.155508588004701,0.00682765296777298,-0.0532350626864839,-0.065434865303744,-0.0920873064096755
"33",0.551985243591671,0.00762685841852391,-0.0247800242654929,-0.235959892322299,-0.156775124222031,-0.00735164272947124,-0.0511214222152589,-0.0573147311063283,-0.097940251520523
"34",0.549194828584028,-0.00183295190623632,-0.0256459990275726,-0.238318531426104,-0.154775168302004,0.000482101289431388,-0.0491845627018469,-0.052850902647634,-0.104761119051546
"35",0.55137645272149,0.0103135118795784,-0.0338420380912772,-0.237772367766346,-0.142685589567712,0.000131729485900626,-0.0446932371553436,-0.0555983647362609,-0.0999124595516652
"36",0.550972376536564,0.00627421945971073,-0.0235105674429354,-0.237380719459048,-0.147975754993462,-0.00848585275420303,-0.0532968111533504,-0.0602699963466622,-0.0934995645117701
"37",0.53456799714097,0.00633167501199066,-0.0360554863244729,-0.223071540094093,-0.157214613518655,0.00581986438083054,-0.0561773271402929,-0.0574319253848502,-0.110514237956523
"38",0.557175845681826,0.00489213294220609,-0.0142217197613258,-0.245422988174602,-0.154209028494156,-0.0040266152378533,-0.0595625305674165,-0.0575583226114342,-0.0932262880734981
"39",0.539905942498991,0.0127548124928296,-0.0400133080936139,-0.233962923893355,-0.1461737817754,0.00219358899658427,-0.0483017358143064,-0.0622875124136654,-0.09582839612658
"40",0.543256376749822,0.0124507212096642,-0.0304480764252397,-0.239377689814088,-0.157707347837607,0.000783275887421069,-0.0469325641949709,-0.0630206425415304,-0.0963275363051569
"41",0.561721736733938,0.0156770686507786,-0.0141337136799785,-0.239921366766843,-0.159212654119373,-0.00759303673031308,-0.0484803884948582,-0.0548073710307319,-0.0983512088770524
"42",0.541277763521445,0.00388280280180898,-0.0227648090345178,-0.22352849520496,-0.167797207665422,-0.001998272515043,-0.0477276230549287,-0.0632123367147813,-0.101545972686216
"43",0.545076596664327,0.00502923217229995,-0.0275010125935146,-0.226993183277511,-0.148271269435075,0.0019498461302916,-0.0559816090724954,-0.0577423373821969,-0.10113091620304
"44",0.544214160947269,0.0101690786211807,-0.0208807414632333,-0.240215332700541,-0.156330486965215,0.00706200253912063,-0.0396967180646266,-0.061803902376801,-0.0941077978474379
"45",0.551233664399933,0.0125449919547458,-0.0306793867939879,-0.241070508106783,-0.153918357034061,-0.00279320820538083,-0.0711369146420494,-0.0531669540214756,-0.0950128843517788
"46",0.551263250609561,0.0069621226601351,-0.0249374841197175,-0.241738520470575,-0.149943429252793,0.00399707435080492,-0.0436663543041647,-0.0487610518916987,-0.0967453074748794
"47",0.552725339997305,0.00977596451253912,-0.0242347848713713,-0.227776929779292,-0.162758345022937,-0.00450214189931187,-0.0432511438227611,-0.0501593483491671,-0.105904830586274
"48",0.545463970894245,0.00112411632036761,-0.0170710875924953,-0.217715047617061,-0.165363943091341,-0.00504238649102812,-0.0439638813009103,-0.0578192838333119,-0.0982039776112674
"49",0.557605861806475,0.00615222654541928,-0.0249022549293232,-0.247239416543795,-0.146251008056851,-0.00826615912661033,-0.0676812219750445,-0.0635850912420753,-0.0944931361964642
"50",0.544312843702937,0.00567606951189965,-0.0322013045858979,-0.23096375422019,-0.153595539507646,-0.00626161005665938,-0.0697100710187448,-0.0603777855016114,-0.0955214866968688
"51",0.549122103095216,0.0115823793788248,-0.0244714006922267,-0.233032741363356,-0.154895027682984,0.00347229178344895,-0.0624622771949792,-0.0567182367960067,-0.0913562122773388
"52",0.553527751631524,0.0086323281081046,-0.0191960649796398,-0.239777098444643,-0.158935689756807,-0.00885020993618132,-0.046753359415572,-0.0612569690668001,-0.106759379098516
"53",0.547980778884148,0.00700267908750426,-0.0270210086745677,-0.244134336733772,-0.148494305392708,0.00836415521186463,-0.057746518710506,-0.051816242862138,-0.101832459588739
"54",0.561464916522926,0.0152535422827821,-0.028986340374142,-0.232301550185205,-0.14942256076021,-0.013643498604187,-0.0425023976857648,-0.0543073795327466,-0.0952385103890131
